Days to Deliver,Comments,Approved By,Manufacturer,Return Reason,Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Discount,Region,Order Date,Ship Date
4,Customor thought item wasn't in active order.,C Arnold,Other,Incorrect Product Ordered,1241,CA-2015-127012,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Seattle,Washington,98105,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2,10.7912,0,West,11-08-2015,15-08-2015
6,customer thought item was out of cart.,F Azad,Carina,Incorrect Product Ordered,1186,CA-2015-127131,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,9.717600000,0,West,24-11-2015,30-11-2015
6,customer thought item was out of cart.,F Azad,Other,Incorrect Product Ordered,1188,CA-2015-127131,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,53.3466,0,West,24-11-2015,30-11-2015
6,customer thought item was out of cart.,F Azad,Carina,Incorrect Product Ordered,1186,CA-2015-127131,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,9.717600000,0,West,24-11-2015,30-11-2015
6,customer thought item was out of cart.,F Azad,Other,Incorrect Product Ordered,1188,CA-2015-127131,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,53.3466,0,West,24-11-2015,30-11-2015
6,customer thought item was out of cart.,F Azad,Carina,Incorrect Product Ordered,1186,CA-2015-127131,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,9.717600000,0,West,24-11-2015,30-11-2015
6,customer thought item was out of cart.,F Azad,Other,Incorrect Product Ordered,1188,CA-2015-127131,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,53.3466,0,West,24-11-2015,30-11-2015
6,customer thought item was out of cart.,F Azad,Carina,Incorrect Product Ordered,1186,CA-2015-127131,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,9.717600000,0,West,24-11-2015,30-11-2015
6,customer thought item was out of cart.,F Azad,Other,Incorrect Product Ordered,1188,CA-2015-127131,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,53.3466,0,West,24-11-2015,30-11-2015
5,,,Samsung,Defective,7578,CA-2015-134726,Second Class,SW-20755,Steven Ward,Corporate,United States,Seattle,Washington,98115,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,52.792,1,4.6193,0.2,West,02-11-2015,07-11-2015
5,,,Samsung,Defective,7578,CA-2015-134726,Second Class,SW-20755,Steven Ward,Corporate,United States,Seattle,Washington,98115,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,52.792,1,4.6193,0.2,West,02-11-2015,07-11-2015
4,,,KI,General,1700,CA-2015-135657,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,98115,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,515.88,6,113.4936,0,West,03-06-2015,07-06-2015
0,,,Memorex,Defective,8655,CA-2015-142769,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,60.8832,0,West,13-09-2015,13-09-2015
0,,,Memorex,Defective,8655,CA-2015-142769,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,60.8832,0,West,13-09-2015,13-09-2015
0,,,Memorex,Defective,8655,CA-2015-142769,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,60.8832,0,West,13-09-2015,13-09-2015
0,,,Memorex,Defective,8655,CA-2015-142769,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,60.8832,0,West,13-09-2015,13-09-2015
0,,,Memorex,Defective,8655,CA-2015-142769,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,60.8832,0,West,13-09-2015,13-09-2015
0,,,Memorex,Defective,8655,CA-2015-142769,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,60.8832,0,West,13-09-2015,13-09-2015
0,,,Memorex,Defective,8655,CA-2015-142769,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,60.8832,0,West,13-09-2015,13-09-2015
0,,,Memorex,Defective,8655,CA-2015-142769,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,144.96,4,60.8832,0,West,13-09-2015,13-09-2015
5,,,Cardinal,No Longer Needed,716,CA-2015-153150,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,19.92,5,6.972,0.2,West,01-07-2015,06-07-2015
7,one of the rings wouldn't close,S Kelly,Wilson Jones,Defective,1461,CA-2016-119907,Standard Class,LC-17140,Logan Currie,Consumer,United States,Seattle,Washington,98103,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,55.424,2,19.3984,0.2,West,01-12-2016,08-12-2016
5,armrests would not adjust,M Gomez,Global,Defective,4228,CA-2016-154970,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Seattle,Washington,98103,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,61.584,1,-6.9282,0.2,West,05-01-2016,10-01-2016
5,,,Global,General,6631,CA-2017-105081,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Seattle,Washington,98115,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.352,3,52.3764,0.2,West,25-12-2017,30-12-2017
5,,,Global,General,6631,CA-2017-105081,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Seattle,Washington,98115,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.352,3,52.3764,0.2,West,25-12-2017,30-12-2017
7,,,Logitech,Defective,4668,CA-2017-116547,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98115,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2,13.2962,0,West,10-01-2017,17-01-2017
7,,,Logitech,Defective,4668,CA-2017-116547,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98115,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2,13.2962,0,West,10-01-2017,17-01-2017
1,Customer never received this item. Issuing refund,L Smith,Xerox,Incorrect Product Shipped,4750,CA-2017-123526,First Class,BV-11245,Benjamin Venier,Corporate,United States,Seattle,Washington,98103,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,33.4,5,16.032,0,West,24-12-2017,25-12-2017
5,customer ordered too many,R. Duchesne,Advantus,Incorrect Product Ordered,5136,CA-2017-151323,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Seattle,Washington,98103,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17.05,5,8.184,0,West,23-10-2017,28-10-2017
5,,,Tennsco,General,8872,CA-2018-101805,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98105,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4,5.412400000,0,West,01-12-2018,06-12-2018
5,,,Tennsco,General,8872,CA-2018-101805,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98105,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4,5.412400000,0,West,01-12-2018,06-12-2018
5,,,Tennsco,General,8872,CA-2018-101805,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98105,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4,5.412400000,0,West,01-12-2018,06-12-2018
4,Found item for a better deal online,S Kelly,Other,No Longer Needed,5458,CA-2018-130631,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,Washington,98026,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,20.538,0,West,29-12-2018,02-01-2019
4,Found item for a better deal online,S Kelly,Other,No Longer Needed,5458,CA-2018-130631,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,Washington,98026,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,20.538,0,West,29-12-2018,02-01-2019
2,,,Global,Defective,3146,CA-2018-131828,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,108.3528,0.2,West,11-02-2018,13-02-2018
2,,,Global,Defective,3146,CA-2018-131828,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,108.3528,0.2,West,11-02-2018,13-02-2018
2,,,Xerox,General,8153,CA-2018-140151,First Class,RB-19360,Raymond Buch,Consumer,United States,Seattle,Washington,98115,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,20.04,3,9.6192,0,West,23-03-2018,25-03-2018
2,,,Xerox,General,8153,CA-2018-140151,First Class,RB-19360,Raymond Buch,Consumer,United States,Seattle,Washington,98115,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,20.04,3,9.6192,0,West,23-03-2018,25-03-2018
2,,,Xerox,General,8153,CA-2018-140151,First Class,RB-19360,Raymond Buch,Consumer,United States,Seattle,Washington,98115,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,20.04,3,9.6192,0,West,23-03-2018,25-03-2018
4,legs wouldn't adjust,S Kelly,SAFCO,Defective,1874,CA-2018-142888,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Spokane,Washington,99207,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,70.98,1,20.5842,0,West,21-11-2018,25-11-2018
3,Customer found belts he alrady had,R Chen,Other,No Longer Needed,5268,CA-2018-147452,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98103,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,1,1.0114,0,West,30-09-2018,03-10-2018
3,Customer found belts he alrady had,R Chen,Other,No Longer Needed,5268,CA-2018-147452,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98103,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,1,1.0114,0,West,30-09-2018,03-10-2018
3,Customer found belts he alrady had,R Chen,Other,No Longer Needed,5268,CA-2018-147452,First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98103,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,1,1.0114,0,West,30-09-2018,03-10-2018
2,,,Other,General,6407,CA-2018-154074,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,7,43.4217,0,West,31-08-2018,02-09-2018
2,,,Other,General,6407,CA-2018-154074,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,7,43.4217,0,West,31-08-2018,02-09-2018
1,,,Fellowes,General,9529,CA-2018-156958,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,98115,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,3.0212,0.2,West,05-12-2018,06-12-2018
1,,,Fellowes,General,9529,CA-2018-156958,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,98115,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,3.0212,0.2,West,05-12-2018,06-12-2018
1,,,Fellowes,General,9529,CA-2018-156958,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,98115,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,3.0212,0.2,West,05-12-2018,06-12-2018
1,,,Fellowes,General,9529,CA-2018-156958,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,98115,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,3.0212,0.2,West,05-12-2018,06-12-2018
1,,,Fellowes,General,9529,CA-2018-156958,First Class,PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,98115,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,3.0212,0.2,West,05-12-2018,06-12-2018
4,Customer meant to order 32 GB,G Lindsay,Imation,Incorrect Product Ordered,2321,CA-2018-165491,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98115,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,265.93,7,63.8232,0,West,20-03-2018,24-03-2018
3,,,Enermax,General,1015,US-2016-126214,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,36.852,0,West,21-12-2016,24-12-2016
3,,,Enermax,General,1015,US-2016-126214,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,36.852,0,West,21-12-2016,24-12-2016
4,,,Other,General,7211,US-2017-119046,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98115,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18,3,13.8828,0,West,02-06-2017,06-06-2017
4,,,Other,General,7211,US-2017-119046,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98115,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18,3,13.8828,0,West,02-06-2017,06-06-2017
4,,,Other,General,7211,US-2017-119046,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98115,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18,3,13.8828,0,West,02-06-2017,06-06-2017
3,,,Plantronics,General,6543,US-2018-107888,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,10.788,0.2,West,16-11-2018,19-11-2018
3,,,Plantronics,General,6543,US-2018-107888,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,10.788,0.2,West,16-11-2018,19-11-2018
3,,,Plantronics,General,6543,US-2018-107888,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,10.788,0.2,West,16-11-2018,19-11-2018
3,,,Plantronics,General,6543,US-2018-107888,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,10.788,0.2,West,16-11-2018,19-11-2018
4,customer found cheaper item on discount site,S Kelly,Carina,No Longer Needed,521,CA-2016-157812,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.568,2,-25.9136,0.2,Central,22-03-2016,26-03-2016
2,,,Memorex,Defective,915,CA-2018-102519,First Class,BM-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,9,56.0547,0,Central,27-11-2018,29-11-2018
0,Customer received wired headset,G Lindsay,Plantronics,Incorrect Product Shipped,1438,CA-2016-139731,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,263.88,3,42.8805,0.2,Central,15-10-2016,15-10-2016
4,,,Boston,Defective,1734,US-2017-131149,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,75081,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4,17.352,0.2,Central,10-07-2017,14-07-2017
3,Customer meant to order shipping labels,E Williams,Avery,Incorrect Product Ordered,1942,CA-2018-144064,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36,4,17.76,0.2,Central,29-08-2018,01-09-2018
3,Justomer received boxes without wheels.,S Kelly,Advantus,Incorrect Product Shipped,1943,CA-2018-144064,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,2.401,0.2,Central,29-08-2018,01-09-2018
5,not all rings locked,C Arnold,Avery,Defective,1973,CA-2015-148950,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,4,-8.6768,0.8,Central,14-12-2015,19-12-2015
0,item that was shipped was actually a dark gray,F Azad,Eldon,Product Listed Incorrectly,2013,CA-2016-155761,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,3,4.6344,0.2,Central,11-12-2016,11-12-2016
3,,,REDIFORM,General,2501,CA-2018-131618,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224,2,4.4312,0.2,Central,17-06-2018,20-06-2018
3,Customer orderet too many,L Jenkins,Avery,Incorrect Product Ordered,2502,CA-2018-131618,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.304,4,-3.5712,0.8,Central,17-06-2018,20-06-2018
5,,,Eldon,No Longer Needed,2574,CA-2018-145128,Standard Class,SM-20320,Sean Miller,Home Office,United States,Lafayette,Indiana,47905,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,31.587,0,Central,09-07-2018,14-07-2018
3,"customer received cardstock paper, instead of the printer paper",C Arnold,Xerox,Incorrect Product Shipped,2623,CA-2015-164861,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,25.92,4,12.4416,0,Central,03-12-2015,06-12-2015
6,,,Boston,Defective,3032,CA-2016-168480,Standard Class,DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,48146,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,7.5371,0,Central,21-09-2016,27-09-2016
4,Customer ordered item from another site for cheaper,G Lindsay,Sauder,No Longer Needed,3099,CA-2018-135692,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,76106,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656,4,-42.1096,0.32,Central,27-04-2018,01-05-2018
2,,,Staple envelope,Product Listed Incorrectly,3187,CA-2015-123498,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,74.352,3,26.9526,0.2,Central,07-11-2015,09-11-2015
4,,,GBC,Defective,3379,CA-2018-142867,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Houston,Texas,77095,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,13.776,6,-22.0416,0.8,Central,17-03-2018,21-03-2018
5,,,Plantronics,Defective,3887,CA-2017-167759,Second Class,CC-12670,Craig Carreira,Consumer,United States,Bloomington,Indiana,47401,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,37.758,0,Central,03-03-2017,08-03-2017
2,Customer didn't realise pencils were in the cart,F Azad,Newell,Incorrect Product Ordered,3972,CA-2016-132374,Second Class,PS-19045,Penelope Sewall,Home Office,United States,Sterling Heights,Michigan,48310,OFF-AR-10001615,Office Supplies,Art,Newell 34,79.36,4,20.6336,0,Central,22-02-2016,24-02-2016
4,Customer tried to remove item before ordering,E Williams,Other,Incorrect Product Ordered,5096,US-2015-140452,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,35.04,4,-7.008,0.2,Central,06-12-2015,10-12-2015
4,Customer tried to remove item before ordering,E Williams,Rogers,Incorrect Product Ordered,5099,US-2015-140452,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,2,-8.3524,0.2,Central,06-12-2015,10-12-2015
4,didn't work,S Kelly,Boston,Defective,5191,US-2018-136679,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Pasadena,Texas,77506,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,2,4.504,0.2,Central,14-11-2018,18-11-2018
5,,,Other,Incorrect Product Shipped,5282,CA-2016-105158,Standard Class,SP-20860,Sung Pak,Corporate,United States,Rochester,Minnesota,55901,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,2.9568,0,Central,05-09-2016,10-09-2016
3,customer didn't know item was in cart,R. Duchesne,Polycom,Incorrect Product Ordered,5801,CA-2015-123225,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,575.968,4,43.1976,0.2,Central,11-07-2015,14-07-2015
5,one wheel didn't roll,L Smith,Advantus,Defective,6123,CA-2018-152660,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60610,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.568,2,4.6176,0.2,Central,04-12-2018,09-12-2018
0,,,Avery,Incorrect Product Ordered,6265,US-2017-115952,Same Day,JH-15910,Jonathan Howell,Consumer,United States,Tulsa,Oklahoma,74133,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,28.85,5,14.425,0,Central,06-10-2017,06-10-2017
5,Lighterweight paper was shipped,S Kelly,Xerox,Incorrect Product Shipped,6317,CA-2015-100762,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,144.12,3,69.1776,0,Central,24-11-2015,29-11-2015
4,Customer thought binding combs could be manually used,F Azad,GBC,General,6531,CA-2015-103744,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,4.428,3,-6.8634,0.8,Central,23-02-2015,27-02-2015
4,Customer ordered too many,S Kelly,Hon,General,7845,US-2018-123834,Standard Class,GM-14500,Gene McClure,Consumer,United States,Pharr,Texas,78577,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,124.404,4,-21.3264,0.3,Central,21-07-2018,25-07-2018
7,,,Wilson Jones,Defective,7946,CA-2018-134194,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,5,-65.568,0.8,Central,25-12-2018,01-01-2019
5,,,Other,General,8308,CA-2017-128671,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,74133,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,35.6776,0,Central,11-08-2017,16-08-2017
5,customer meant to order cleaner with larger volume,L Jenkins,Honeywell,Incorrect Product Ordered,8812,US-2017-140172,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan,49201,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,207.144,3,48.3336,0.1,Central,08-03-2017,13-03-2017
4,,,Euro Pro,Defective,8917,US-2017-144057,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,78745,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.784,4,-131.7168,0.8,Central,09-05-2017,13-05-2017
0,,,Avery,Incorrect Product Ordered,9008,CA-2018-107825,Same Day,NB-18655,Nona Balk,Corporate,United States,Milwaukee,Wisconsin,53209,OFF-LA-10003720,Office Supplies,Labels,Avery 487,7.38,2,3.4686,0,Central,18-11-2018,18-11-2018
